Gene	Graph	Position
A_JCVI_38195	1	3767
A_EX118461	1	3768
A_JCVI_33098	1	3769
A_RC_JCVI_33098	1	3770
A_EE417534	1	3771
A_JCVI_21752	1	3772
A_JCVI_4224	1	3773
A_EV087087	1	3774
A_JCVI_4753	1	3775
A_JCVI_24035	1	3776
A_JCVI_19415	1	3777
A_JCVI_21613	1	3778
A_JCVI_6336	1	3779
A_EE558691	1	3780
A_JCVI_10868	1	3781
A_EE477610	1	3782
A_EV158910	1	3783
A_JCVI_26012	1	3784
A_JCVI_7563	1	3785
A_EH420539	1	3786
A_EX129484	1	3787
A_EE402968	1	3788
A_RC_EE402968	1	3789
A_CV432699	1	3790
A_DY013632	1	3791
A_JCVI_17000	1	3792
A_JCVI_21369	1	3793
A_JCVI_2149	1	3794
A_JCVI_14491	1	3795
A_JCVI_31905	1	3796
A_RC_JCVI_31905	1	3797
A_JCVI_29930	1	3798
A_EE439786	1	3799
A_EE422941	1	3800
A_AM056760	1	3801
A_JCVI_32869	1	3802
A_JCVI_37257	1	3803
A_EE448676	1	3804
A_JCVI_270	1	3805
A_EE531816	1	3806
A_JCVI_15973	1	3807
A_EV096695	1	3808
A_JCVI_11732	1	3809
A_JCVI_36860	1	3810
A_JCVI_7306	1	3811
A_JCVI_23179	1	3812
A_EX091301	1	3813
A_EX101988	1	3814
A_JCVI_30404	1	3815
A_EH425403	1	3816
A_JCVI_11225	1	3817
A_ES912189	1	3818
A_ES967373	1	3819
A_DW999910	1	3820
A_JCVI_8954	1	3821
A_ES930422	1	3822
A_JCVI_35186	1	3823
A_DY026351	1	3824
A_EV034730	1	3825
A_AM394703	1	3826
A_CD830440	1	3827
A_JCVI_5600	1	3828
A_EV172489	1	3829
A_CN725812	1	3830
A_JCVI_10502	1	3831
A_JCVI_16949	1	3832
A_JCVI_37338	1	3833
A_JCVI_29941	1	3834
A_JCVI_8345	1	3835
A_JCVI_27519	1	3836
A_JCVI_19269	1	3837
A_JCVI_31642	1	3838
A_JCVI_13835	1	3839
A_JCVI_29617	1	3840
A_JCVI_33304	1	3841
A_ES267420	1	3842
A_EE560406	1	3843
A_AM059161	1	3844
A_ES943140	1	3845
A_AM389350	1	3846
A_JCVI_12583	1	3847
A_EE522633	1	3848
A_RC_EE522633	1	3849
A_JCVI_29104	1	3850
A_EX030357	1	3851
A_JCVI_42284	1	3852
A_JCVI_10415	1	3853
A_EV062255	1	3854
A_EX122141	1	3855
A_JCVI_31788	1	3856
A_JCVI_29305	1	3857
A_CN829121	1	3858
A_EV009114	1	3859
A_JCVI_5790	1	3860
A_CD836222	1	3861
A_JCVI_39595	1	3862
A_EX132230	1	3863
A_JCVI_1270	1	3864
A_EX136350	1	3865
A_JCVI_15012	1	3866
A_JCVI_962	1	3867
A_JCVI_34898	1	3868
A_JCVI_6414	1	3869
A_JCVI_22582	1	3870
A_JCVI_22114	1	3871
A_JCVI_32080	1	3872
A_EX055250	1	3873
A_CD830760	1	3874
A_JCVI_21292	1	3875
A_JCVI_39904	1	3876
A_JCVI_7681	1	3877
A_JCVI_32776	1	3878
A_JCVI_26335	1	3879
A_JCVI_13005	1	3880
A_JCVI_8789	1	3881
A_JCVI_16572	1	3882
A_EV177308	1	3883
A_EV171250	1	3884
A_CA991725	1	3885
A_JCVI_10951	1	3886
A_JCVI_16240	1	3887
A_JCVI_28279	1	3888
A_JCVI_11222	1	3889
A_CX195681	1	3890
A_JCVI_4991	1	3891
A_JCVI_29227	1	3892
A_ES264866	1	3893
A_JCVI_21588	1	3894
A_CX267872	1	3895
A_EX061487	1	3896
A_JCVI_36017	1	3897
A_JCVI_22635	1	3898
A_JCVI_39811	1	3899
A_ES968363	1	3900
A_JCVI_22956	1	3901
A_JCVI_38774	1	3902
A_EE477668	1	3903
A_JCVI_2103	1	3904
A_JCVI_29701	1	3905
A_EV102855	1	3906
A_EV100143	1	3907
A_EV100211	1	3908
A_JCVI_34343	1	3909
A_JCVI_763	1	3910
A_EV027089	1	3911
A_EE453800	1	3912
A_JCVI_4128	1	3913
A_EV101618	1	3914
A_CV432161	1	3915
A_JCVI_5434	1	3916
A_JCVI_41759	1	3917
A_EE505415	1	3918
A_EE505067	1	3919
A_EE505082	1	3920
A_JCVI_5054	1	3921
A_EV211488	1	3922
A_JCVI_31119	1	3923
A_JCVI_22097	1	3924
A_EE521971	1	3925
A_EX123581	1	3926
A_EX093468	1	3927
A_ES988053	1	3928
A_JCVI_37686	1	3929
A_JCVI_1581	1	3930
A_JCVI_14360	1	3931
A_CX191585	1	3932
A_JCVI_37565	1	3933
A_JCVI_17774	1	3934
A_JCVI_19148	1	3935
A_JCVI_766	1	3936
A_JCVI_24488	1	3937
A_CD826543	1	3938
A_JCVI_25352	1	3939
A_JCVI_25417	1	3940
A_AM058340	1	3941
A_EX123468	1	3942
A_JCVI_1077	1	3943
A_EE407680	1	3944
A_ES898303	1	3945
A_EV086518	1	3946
A_CD836373	1	3947
A_RC_CD836373	1	3948
A_EE563637	1	3949
A_JCVI_41019	1	3950
A_DY007678	1	3951
A_ES967693	1	3952
A_JCVI_23103	1	3953
A_EE568857	1	3954
A_EE560782	1	3955
A_JCVI_26552	1	3956
A_EE451026	1	3957
A_ES942343	1	3958
A_JCVI_4458	1	3959
A_DY013939	1	3960
A_ES968462	1	3961
A_JCVI_10213	1	3962
A_JCVI_33032	1	3963
A_ES901347	1	3964
A_JCVI_23101	1	3965
A_EE506062	1	3966
A_JCVI_34241	1	3967
A_EE567753	1	3968
A_EX121640	1	3969
A_EV195378	1	3970
A_JCVI_14765	1	3971
A_JCVI_40050	1	3972
A_JCVI_7286	1	3973
A_JCVI_746	1	3974
A_JCVI_21028	1	3975
A_JCVI_35123	1	3976
A_ES909695	1	3977
A_ES909379	1	3978
A_RC_ES909379	1	3979
A_JCVI_1644	1	3980
A_EE418931	1	3981
A_JCVI_14419	1	3982
A_JCVI_7881	1	3983
A_JCVI_19394	1	3984
A_EV098491	1	3985
A_EV098557	1	3986
A_JCVI_19877	1	3987
A_JCVI_7926	1	3988
A_JCVI_32101	1	3989
A_EL590562	1	3990
A_JCVI_16389	1	3991
A_EE568265	1	3992
A_EV071110	1	3993
A_JCVI_17402	1	3994
A_EV064850	1	3995
A_ES899878	1	3996
A_JCVI_16507	1	3997
A_JCVI_2680	1	3998
A_JCVI_37434	1	3999
A_JCVI_1763	1	4000
A_EV055951	1	4001
A_JCVI_14813	1	4002
A_EV186566	1	4003
A_JCVI_5325	1	4004
A_EV031138	1	4005
A_EE472936	1	4006
A_EE558787	1	4007
A_ES938739	1	4008
A_CD837688	1	4009
A_JCVI_41940	1	4010
A_EX085716	1	4011
A_EX132178	1	4012
A_JCVI_14247	1	4013
A_JCVI_4796	1	4014
A_JCVI_22684	1	4015
A_JCVI_31117	1	4016
A_JCVI_2087	1	4017
A_EV198284	1	4018
A_JCVI_2297	1	4019
A_JCVI_2405	1	4020
A_DN964660	1	4021
A_EV211588	1	4022
A_JCVI_10169	1	4023
A_EE520454	1	4024
A_EE522206	1	4025
A_JCVI_24965	1	4026
A_JCVI_8645	1	4027
A_BG544641	1	4028
A_EV037517	1	4029
A_ES267865	1	4030
A_JCVI_11714	1	4031
A_ES966406	1	4032
A_RC_ES966406	1	4033
A_JCVI_42623	1	4034
A_JCVI_17927	1	4035
A_EV061005	1	4036
A_EE521379	1	4037
A_JCVI_20256	1	4038
A_JCVI_30835	1	4039
A_EV108651	1	4040
A_EV015364	1	4041
A_JCVI_12654	1	4042
A_BQ704949	1	4043
A_EV102592	1	4044
A_EE420175	1	4045
A_JCVI_11336	1	4046
A_JCVI_4769	1	4047
A_EE505161	1	4048
A_JCVI_34242	1	4049
A_EE417379	1	4050
A_RC_EE417379	1	4051
A_EE520231	1	4052
A_ES903145	1	4053
A_EV087009	1	4054
A_JCVI_31695	1	4055
A_EV100310	1	4056
A_EV100231	1	4057
A_EV180821	1	4058
A_EV181481	1	4059
A_JCVI_26550	1	4060
A_EX097989	1	4061
A_EE553759	1	4062
A_DY020416	1	4063
A_JCVI_6397	1	4064
A_JCVI_8005	1	4065
A_EE469176	1	4066
A_CD827040	1	4067
A_JCVI_9510	1	4068
A_EX111924	1	4069
A_EE402293	1	4070
A_EE417241	1	4071
A_EE566225	1	4072
A_JCVI_26534	1	4073
A_JCVI_40936	1	4074
A_JCVI_34848	1	4075
A_JCVI_8514	1	4076
A_DT317666	1	4077
A_DY014305	1	4078
A_EE419021	1	4079
A_EV090075	1	4080
A_JCVI_30474	1	4081
A_EE478285	1	4082
A_DY020912	1	4083
A_CD827392	1	4084
A_DY014541	1	4085
A_JCVI_34416	1	4086
A_EV167548	1	4087
A_EV167544	1	4088
A_JCVI_13674	1	4089
A_EX074875	1	4090
A_ES930171	1	4091
A_DY030071	1	4092
A_JCVI_1529	1	4093
A_EE564682	1	4094
A_ES941906	1	4095
A_EE532987	1	4096
A_JCVI_35199	1	4097
A_EX095814	1	4098
A_JCVI_13143	1	4099
A_EE409072	1	4100
A_JCVI_36572	1	4101
A_JCVI_15400	1	4102
A_JCVI_21017	1	4103
A_JCVI_19490	1	4104
A_JCVI_37990	1	4105
A_JCVI_9000	1	4106
A_EV042145	1	4107
A_JCVI_33071	1	4108
A_JCVI_27514	1	4109
A_EE546202	1	4110
A_JCVI_9175	1	4111
A_CD826968	1	4112
A_EX089667	1	4113
A_CV433573	1	4114
A_ES910896	1	4115
A_EX123254	1	4116
A_EX121518	1	4117
A_CD821436	1	4118
A_DY014700	1	4119
A_JCVI_717	1	4120
A_JCVI_23966	1	4121
A_EX016047	1	4122
A_EV060039	1	4123
A_ES910429	1	4124
A_EX138370	1	4125
A_JCVI_17586	1	4126
A_EV042079	1	4127
A_JCVI_11550	1	4128
A_ES906559	1	4129
A_EX115507	1	4130
A_JCVI_36608	1	4131
A_JCVI_13780	1	4132
A_CX189906	1	4133
A_JCVI_2412	1	4134
A_JCVI_6157	1	4135
A_JCVI_30489	1	4136
A_EE450070	1	4137
A_JCVI_37501	1	4138
A_JCVI_24634	1	4139
A_JCVI_39786	1	4140
A_EX097629	1	4141
A_EV176540	1	4142
A_JCVI_35240	1	4143
A_EV167741	1	4144
A_JCVI_33489	1	4145
A_JCVI_35848	1	4146
A_CX189592	1	4147
A_CX267769	1	4148
A_JCVI_6993	1	4149
A_JCVI_6056	1	4150
A_JCVI_69	1	4151
A_EV029370	1	4152
A_JCVI_6493	1	4153
A_JCVI_16834	1	4154
A_JCVI_27857	1	4155
A_CX194870	1	4156
A_EE568837	1	4157
A_JCVI_32784	1	4158
A_JCVI_23188	1	4159
A_BQ790750	1	4160
A_JCVI_29298	1	4161
A_EX103329	1	4162
A_JCVI_27503	1	4163
A_JCVI_17781	1	4164
A_JCVI_9551	1	4165
A_JCVI_7038	1	4166
A_DY020648	1	4167
A_JCVI_37589	1	4168
A_AM056840	1	4169
A_JCVI_37216	1	4170
A_JCVI_32146	1	4171
A_JCVI_16571	1	4172
A_EH418641	1	4173
A_JCVI_41077	1	4174
A_ES944737	1	4175
A_JCVI_37970	1	4176
A_JCVI_6160	1	4177
A_CD833567	1	4178
A_JCVI_27157	1	4179
A_JCVI_7708	1	4180
A_EV080138	1	4181
A_JCVI_39888	1	4182
A_JCVI_39609	1	4183
A_ES968591	1	4184
A_EE470998	1	4185
A_CV432240	1	4186
A_JCVI_3268	1	4187
A_JCVI_3187	1	4188
A_JCVI_3809	1	4189
A_JCVI_23596	1	4190
A_CX191419	1	4191
A_EE424680	1	4192
A_ES969211	1	4193
A_JCVI_32097	1	4194
A_JCVI_553	1	4195
A_EE557360	1	4196
A_RC_EE557360	1	4197
A_CX195270	1	4198
A_EE459507	1	4199
A_EE505362	1	4200
A_EE476430	1	4201
A_JCVI_40181	1	4202
A_ES967971	1	4203
A_EE560956	1	4204
A_EE505329	1	4205
A_EE505393	1	4206
A_CD817870	1	4207
A_JCVI_40860	1	4208
A_EV008735	1	4209
A_JCVI_12191	1	4210
A_RC_JCVI_12191	1	4211
A_AM395136	1	4212
A_CX187903	1	4213
A_EV075943	1	4214
A_JCVI_20186	1	4215
A_JCVI_3966	1	4216
A_EE428698	1	4217
A_ES909141	1	4218
A_JCVI_34488	1	4219
A_JCVI_25614	1	4220
A_JCVI_27527	1	4221
A_EE484983	1	4222
A_JCVI_37716	1	4223
A_EE472880	1	4224
A_EE524357	1	4225
A_EE559335	1	4226
A_JCVI_22611	1	4227
A_RC_JCVI_22611	1	4228
A_EE505231	1	4229
A_DY008941	1	4230
A_EV043147	1	4231
A_JCVI_32256	1	4232
A_JCVI_30213	1	4233
A_ES996230	1	4234
A_JCVI_38446	1	4235
A_JCVI_21990	1	4236
A_EG020528	1	4237
A_JCVI_3158	1	4238
A_JCVI_22112	1	4239
A_EE418164	1	4240
A_JCVI_548	1	4241
A_EE554971	1	4242
A_EE556975	1	4243
A_EH414462	1	4244
A_AM060493	1	4245
A_EE472267	1	4246
A_EX097413	1	4247
A_EX030243	1	4248
A_JCVI_1395	1	4249
A_EV219040	1	4250
A_JCVI_13319	1	4251
A_JCVI_3736	1	4252
A_EE559288	1	4253
A_EE557163	1	4254
A_EE505240	1	4255
A_JCVI_35824	1	4256
A_JCVI_25582	1	4257
A_EV061868	1	4258
A_EE473018	1	4259
A_JCVI_40811	1	4260
A_DY022165	1	4261
A_JCVI_27938	1	4262
A_DY012769	1	4263
A_JCVI_41578	1	4264
A_JCVI_35615	1	4265
A_EE449695	1	4266
A_EV191374	1	4267
A_EV166269	1	4268
A_JCVI_8359	1	4269
A_JCVI_38023	1	4270
A_JCVI_9070	1	4271
A_JCVI_31598	1	4272
A_JCVI_682	1	4273
A_EX131791	1	4274
A_ES966625	1	4275
A_ES998502	1	4276
A_JCVI_787	1	4277
A_JCVI_32206	1	4278
A_JCVI_14967	1	4279
A_JCVI_24937	1	4280
A_EV209588	1	4281
A_JCVI_22675	1	4282
A_EE559638	1	4283
A_JCVI_12781	1	4284
A_JCVI_6286	1	4285
A_JCVI_3593	1	4286
A_EV040706	1	4287
A_EE505162	1	4288
A_EE417366	1	4289
A_JCVI_35708	1	4290
A_JCVI_3291	1	4291
A_CV434066	1	4292
A_JCVI_21385	1	4293
A_JCVI_4350	1	4294
A_EE568180	1	4295
A_ES980702	1	4296
A_EV107385	1	4297
A_JCVI_15862	1	4298
A_CX188344	1	4299
A_JCVI_17612	1	4300
A_JCVI_1947	1	4301
A_CV433633	1	4302
A_JCVI_16852	1	4303
A_JCVI_40844	1	4304
A_CD815958	1	4305
A_JCVI_4882	1	4306
A_AM058815	1	4307
A_JCVI_16297	1	4308
A_JCVI_17210	1	4309
A_EX090558	1	4310
A_JCVI_13553	1	4311
A_EV201106	1	4312
A_EX026715	1	4313
A_JCVI_2418	1	4314
A_JCVI_14891	1	4315
A_JCVI_13351	1	4316
A_JCVI_32376	1	4317
A_ES991627	1	4318
A_JCVI_18091	1	4319
A_JCVI_36609	1	4320
A_ES906684	1	4321
A_DY022292	1	4322
A_JCVI_8071	1	4323
A_JCVI_31253	1	4324
A_JCVI_26835	1	4325
A_JCVI_8346	1	4326
A_EV205380	1	4327
A_EE561482	1	4328
A_JCVI_16755	1	4329
A_ES264508	1	4330
A_ES949512	1	4331
A_JCVI_19769	1	4332
A_JCVI_4943	1	4333
A_JCVI_8238	1	4334
A_AM057167	1	4335
A_JCVI_30768	1	4336
A_JCVI_18174	1	4337
A_EE557092	1	4338
A_JCVI_36879	1	4339
A_EX133833	1	4340
A_EE567131	1	4341
A_RC_EE567131	1	4342
A_JCVI_35895	1	4343
A_AM394876	1	4344
A_RC_AM394876	1	4345
A_JCVI_40095	1	4346
A_JCVI_13541	1	4347
A_EE548927	1	4348
A_EV226500	1	4349
A_EV226657	1	4350
A_CX266916	1	4351
A_EE465961	1	4352
A_JCVI_40146	1	4353
A_JCVI_20800	1	4354
A_EV193443	1	4355
A_EE443891	1	4356
A_JCVI_3380	1	4357
A_JCVI_36358	1	4358
A_JCVI_10354	1	4359
A_JCVI_13142	1	4360
A_JCVI_9463	1	4361
A_JCVI_1248	1	4362
A_JCVI_34450	1	4363
A_JCVI_3634	1	4364
A_JCVI_33600	1	4365
A_JCVI_22455	1	4366
A_AM388629	1	4367
A_JCVI_37061	1	4368
A_EV177402	1	4369
A_EV205327	1	4370
A_RC_EV205327	1	4371
A_EE473284	1	4372
A_ES904236	1	4373
A_JCVI_20427	1	4374
A_JCVI_26214	1	4375
A_JCVI_15289	1	4376
A_JCVI_10302	1	4377
A_JCVI_10982	1	4378
A_EV084650	1	4379
A_EE460276	1	4380
A_JCVI_3614	1	4381
A_JCVI_20665	1	4382
A_JCVI_25024	1	4383
A_EV049692	1	4384
A_DW997942	1	4385
A_AM396119	1	4386
A_JCVI_4822	1	4387
A_JCVI_12603	1	4388
A_DY024444	1	4389
A_JCVI_28616	1	4390
A_JCVI_17262	1	4391
A_EE484501	1	4392
A_JCVI_13568	1	4393
A_JCVI_21422	1	4394
A_JCVI_17337	1	4395
A_JCVI_29220	1	4396
A_JCVI_42145	1	4397
A_EX057407	1	4398
A_EV068398	1	4399
A_JCVI_40382	1	4400
A_JCVI_38059	1	4401
A_JCVI_11985	1	4402
A_EX063258	1	4403
A_RC_EX063258	1	4404
A_JCVI_29547	1	4405
A_EE472359	1	4406
A_EX131209	1	4407
A_JCVI_23577	1	4408
A_JCVI_9300	1	4409
A_EV138771	1	4410
A_JCVI_4104	1	4411
A_JCVI_41388	1	4412
A_JCVI_19838	1	4413
A_EX133236	1	4414
A_EX132797	1	4415
A_EE564492	1	4416
A_JCVI_38319	1	4417
A_JCVI_44	1	4418
A_JCVI_241	1	4419
A_CD827611	1	4420
A_JCVI_3655	1	4421
A_JCVI_1328	1	4422
A_AM060887	1	4423
A_JCVI_3752	1	4424
A_DY016250	1	4425
A_JCVI_10814	1	4426
A_JCVI_17790	1	4427
A_EE445558	1	4428
A_EV093824	1	4429
A_AM395789	1	4430
A_EE532559	1	4431
A_JCVI_9431	1	4432
A_JCVI_28323	1	4433
A_EV192212	1	4434
A_EV085517	1	4435
A_ES909551	1	4436
A_JCVI_25048	1	4437
A_JCVI_22045	1	4438
A_JCVI_33585	1	4439
A_JCVI_2505	1	4440
A_JCVI_4870	1	4441
A_EE466940	1	4442
A_JCVI_10540	1	4443
A_EV207625	1	4444
A_JCVI_1887	1	4445
A_EE559447	1	4446
A_RC_EE559447	1	4447
A_EV088759	1	4448
A_JCVI_34492	1	4449
A_EX125645	1	4450
A_JCVI_25101	1	4451
A_CA992539	1	4452
A_BQ704984	1	4453
A_JCVI_34473	1	4454
A_JCVI_40288	1	4455
A_ES264487	1	4456
A_JCVI_9950	1	4457
A_JCVI_21531	1	4458
A_JCVI_608	1	4459
A_EV215784	1	4460
A_ES968196	1	4461
A_JCVI_19981	1	4462
A_EV176222	1	4463
A_EE471418	1	4464
A_JCVI_23122	1	4465
A_EE565037	1	4466
A_JCVI_23393	1	4467
A_JCVI_27706	1	4468
A_JCVI_21877	1	4469
A_JCVI_12897	1	4470
A_JCVI_19330	1	4471
A_EV160261	1	4472
A_JCVI_34177	1	4473
A_JCVI_30931	1	4474
A_JCVI_13108	1	4475
A_JCVI_1170	1	4476
A_JCVI_29158	1	4477
A_ES266753	1	4478
A_EX045034	1	4479
A_ES967072	1	4480
A_EV068631	1	4481
A_EE447491	1	4482
A_JCVI_17882	1	4483
A_EE441356	1	4484
A_JCVI_24438	1	4485
A_JCVI_13303	1	4486
A_JCVI_27015	1	4487
A_JCVI_16465	1	4488
A_EV184047	1	4489
A_JCVI_7874	1	4490
A_EX050258	1	4491
A_AM395102	1	4492
A_JCVI_16136	1	4493
A_JCVI_37084	1	4494
A_RC_JCVI_37084	1	4495
A_JCVI_33572	1	4496
A_JCVI_8300	1	4497
A_EX106624	1	4498
A_JCVI_17055	1	4499
A_JCVI_25174	1	4500
A_AM394730	1	4501
A_JCVI_12933	1	4502
A_JCVI_36602	1	4503
A_EV217212	1	4504
A_AM390987	1	4505
A_AM058462	1	4506
A_JCVI_20752	1	4507
A_EV227409	1	4508
A_JCVI_25168	1	4509
A_JCVI_36730	1	4510
A_EE565736	1	4511
A_JCVI_15476	1	4512
A_EV168045	1	4513
A_JCVI_4989	1	4514
A_JCVI_38450	1	4515
A_JCVI_27516	1	4516
A_EV070150	1	4517
A_JCVI_18439	1	4518
A_EX043173	1	4519
A_ES946891	1	4520
A_JCVI_34948	1	4521
A_ES903501	1	4522
A_DY006601	1	4523
A_JCVI_25689	1	4524
A_JCVI_12224	1	4525
A_JCVI_28195	1	4526
A_JCVI_20257	1	4527
A_JCVI_4827	1	4528
A_JCVI_23956	1	4529
A_EE458993	1	4530
A_JCVI_1603	1	4531
A_EE548482	1	4532
A_EX025054	1	4533
A_JCVI_3029	1	4534
A_JCVI_17645	1	4535
A_JCVI_27215	1	4536
A_JCVI_2445	1	4537
A_AM059407	1	4538
A_RC_AM059407	1	4539
A_EX093860	1	4540
A_DY019582	1	4541
A_JCVI_7555	1	4542
A_JCVI_2733	1	4543
A_EE403421	1	4544
A_ES904070	1	4545
A_JCVI_39543	1	4546
A_EE520268	1	4547
A_ES951006	1	4548
A_EV018723	1	4549
A_EE523298	1	4550
A_JCVI_42369	1	4551
A_JCVI_12458	1	4552
A_BQ704223	1	4553
A_EX090833	1	4554
A_EV117546	1	4555
A_EX089073	1	4556
A_JCVI_5087	1	4557
A_EV181260	1	4558
A_JCVI_6150	1	4559
A_JCVI_2553	1	4560
A_EX067909	1	4561
A_DY021213	1	4562
A_EV164731	1	4563
A_JCVI_30437	1	4564
A_EX114921	1	4565
A_EX072156	1	4566
A_EV014093	1	4567
A_ES923431	1	4568
A_EV052589	1	4569
A_ES966558	1	4570
A_EV055334	1	4571
A_EE563678	1	4572
A_RC_EE563678	1	4573
A_JCVI_18553	1	4574
A_EL587733	1	4575
A_JCVI_5728	1	4576
A_JCVI_6910	1	4577
A_EV185511	1	4578
A_EV177553	1	4579
A_JCVI_20022	1	4580
A_ES906904	1	4581
A_ES966557	1	4582
A_JCVI_39802	1	4583
A_JCVI_31988	1	4584
A_ES946106	1	4585
A_JCVI_17868	1	4586
A_EV081232	1	4587
A_JCVI_39689	1	4588
A_EX119809	1	4589
A_JCVI_10473	1	4590
A_ES931344	1	4591
A_EV056115	1	4592
A_EE533696	1	4593
A_JCVI_200	1	4594
A_JCVI_22838	1	4595
A_EV004304	1	4596
A_JCVI_24657	1	4597
A_CD836203	1	4598
A_EE567993	1	4599
A_JCVI_21822	1	4600
A_EV004020	1	4601
A_JCVI_6958	1	4602
A_DY028957	1	4603
A_RC_DY028957	1	4604
A_EE556407	1	4605
A_EX134016	1	4606
A_JCVI_14121	1	4607
A_JCVI_34146	1	4608
A_JCVI_5319	1	4609
A_AM057733	1	4610
A_JCVI_37824	1	4611
A_JCVI_9405	1	4612
A_EV099882	1	4613
A_EV202021	1	4614
A_EV099813	1	4615
A_JCVI_24366	1	4616
A_JCVI_6986	1	4617
A_JCVI_26631	1	4618
A_EE437191	1	4619
A_JCVI_5818	1	4620
A_EE566655	1	4621
A_EE559346	1	4622
A_EL589724	1	4623
A_EE475971	1	4624
A_ES951157	1	4625
A_JCVI_30591	1	4626
A_EE564984	1	4627
A_EV015770	1	4628
A_JCVI_33737	1	4629
A_JCVI_25539	1	4630
A_JCVI_29551	1	4631
A_JCVI_24235	1	4632
A_EX023234	1	4633
A_JCVI_33960	1	4634
A_JCVI_17618	1	4635
A_EX025669	1	4636
A_DW997300	1	4637
A_EX058390	1	4638
A_EX093127	1	4639
A_JCVI_31054	1	4640
A_EE441009	1	4641
A_JCVI_42420	1	4642
A_JCVI_28257	1	4643
A_JCVI_36796	1	4644
A_JCVI_41594	1	4645
A_JCVI_38973	1	4646
A_JCVI_25822	1	4647
A_JCVI_21153	1	4648
A_EE521586	1	4649
A_CX193620	1	4650
A_JCVI_18481	1	4651
A_EE483250	1	4652
A_JCVI_26327	1	4653
A_JCVI_19815	1	4654
A_JCVI_127	1	4655
A_DN965440	1	4656
A_EE557526	1	4657
A_RC_EE557526	1	4658
A_CN736379	1	4659
A_JCVI_15573	1	4660
A_EE412077	1	4661
A_EV131122	1	4662
A_JCVI_40164	1	4663
A_JCVI_7776	1	4664
A_JCVI_32967	1	4665
A_JCVI_28113	1	4666
A_CX190576	1	4667
A_EE456741	1	4668
A_DY019556	1	4669
A_JCVI_36831	1	4670
A_JCVI_1282	1	4671
A_EE527113	1	4672
A_JCVI_29995	1	4673
A_JCVI_1695	1	4674
A_JCVI_37111	1	4675
A_JCVI_11881	1	4676
A_JCVI_17782	1	4677
A_EE543604	1	4678
A_JCVI_16648	1	4679
A_EV166977	1	4680
A_JCVI_29453	1	4681
A_JCVI_13584	1	4682
A_EE557953	1	4683
A_JCVI_36421	1	4684
A_EG019793	1	4685
A_JCVI_13875	1	4686
A_JCVI_14432	1	4687
A_JCVI_41505	1	4688
A_JCVI_36403	1	4689
A_CD829497	1	4690
A_EE567037	1	4691
A_ES906980	1	4692
A_JCVI_27663	1	4693
A_EX016617	1	4694
A_JCVI_3938	1	4695
A_JCVI_27785	1	4696
A_DY026355	1	4697
A_JCVI_36021	1	4698
A_JCVI_41617	1	4699
A_JCVI_18915	1	4700
A_JCVI_42032	1	4701
A_EV121672	1	4702
A_JCVI_2718	1	4703
A_JCVI_18941	1	4704
A_JCVI_17253	1	4705
A_JCVI_1911	1	4706
A_EE440043	1	4707
A_JCVI_37192	1	4708
A_EX126921	1	4709
A_JCVI_23724	1	4710
A_DY023757	1	4711
A_EV029578	1	4712
A_EV088170	1	4713
A_EV017610	1	4714
A_JCVI_6843	1	4715
A_JCVI_23858	1	4716
A_EE562394	1	4717
A_RC_EE562394	1	4718
A_JCVI_17837	1	4719
A_EX110460	1	4720
A_EV087750	1	4721
A_RC_EV087750	1	4722
A_EX088045	1	4723
A_JCVI_11374	1	4724
A_JCVI_37343	1	4725
A_JCVI_32617	1	4726
A_DY024088	1	4727
A_DY029163	1	4728
A_EV155851	1	4729
A_JCVI_18365	1	4730
A_EV129709	1	4731
A_EE523019	1	4732
A_JCVI_12363	1	4733
A_JCVI_27678	1	4734
A_CD837261	1	4735
A_JCVI_38169	1	4736
A_EX040813	1	4737
A_EX037269	1	4738
A_JCVI_20063	1	4739
A_JCVI_19771	1	4740
A_AM386750	1	4741
A_EV043135	1	4742
A_JCVI_22357	1	4743
A_JCVI_4562	1	4744
A_JCVI_33935	1	4745
A_JCVI_31767	1	4746
A_JCVI_1466	1	4747
A_EE558091	1	4748
A_RC_EE558091	1	4749
A_CN735289	1	4750
A_CV432663	1	4751
A_EX086382	1	4752
A_JCVI_4770	1	4753
A_EV167061	1	4754
A_JCVI_23209	1	4755
A_JCVI_33147	1	4756
A_JCVI_19284	1	4757
A_ES966808	1	4758
A_EX127923	1	4759
A_JCVI_28933	1	4760
A_JCVI_874	1	4761
A_JCVI_22389	1	4762
A_JCVI_7325	1	4763
A_ES945318	1	4764
A_AM387267	1	4765
A_JCVI_36339	1	4766
A_CX265607	1	4767
A_JCVI_34022	1	4768
A_JCVI_21297	1	4769
A_JCVI_29441	1	4770
A_EE455200	1	4771
A_JCVI_31189	1	4772
A_JCVI_14862	1	4773
A_ES950954	1	4774
A_ES907018	1	4775
A_JCVI_15723	1	4776
A_JCVI_35551	1	4777
A_EX136929	1	4778
A_JCVI_11569	1	4779
A_EV005999	1	4780
A_JCVI_6935	1	4781
A_JCVI_5137	1	4782
A_JCVI_36897	1	4783
A_EE472198	1	4784
A_JCVI_14972	1	4785
A_ES967436	1	4786
A_JCVI_19406	1	4787
A_JCVI_29851	1	4788
A_JCVI_30336	1	4789
A_EX095961	1	4790
A_JCVI_40117	1	4791
A_JCVI_24217	1	4792
A_JCVI_40777	1	4793
A_CX269396	1	4794
